d,PP
0.001025309,6.109785203
0.00128395,10.69212411
0.002274323,23.0071599
0.003668179,34.74940334
0.007069512,51.93317422
0.012522567,68.54415274
0.019822143,79.14081146
0.035111917,89.59427208
0.056102519,95.03579952
0.101257548,100
